YEAR,CURRENT_ROUND,TEAM1_ID,TEAM1,TEAM1_SCORE,TEAM2_ID,TEAM2,TEAM2_SCORE,POINT_DIFFERENTIAL
2023,16,957,Texas ,83,944,Xavier,71,12
2023,16,977,Miami FL,89,993,Houston,75,14
2023,16,976,Michigan St.,93,985,Kansas St.,98,-5
2023,16,958,Tennessee,55,997,Florida Atlantic,62,-7
2023,16,965,Princeton,75,1001,Creighton,86,-11
2023,16,961,San Diego St.,71,1011,Alabama,64,7
2023,32,952,UCLA,68,969,Northwestern,63,5
2023,32,995,Gonzaga,84,959,TCU,81,3
2023,32,1002,Connecticut,70,962,Saint Mary's,55,15
2023,32,1008,Arkansas,72,986,Kansas,71,1
2023,32,957,Texas ,71,967,Penn St.,66,5
2023,32,944,Xavier,84,966,Pittsburgh,73,11
2023,32,990,Indiana,69,977,Miami FL,85,-16
2023,32,1007,Auburn,64,993,Houston,81,-17
2023,32,980,Marquette,60,976,Michigan St.,69,-9
2023,32,985,Kansas St.,75,982,Kentucky,69,6
2023,32,958,Tennessee,65,999,Duke,52,13
2023,32,997,Florida Atlantic,78,998,Fairleigh Dickinson,70,8
2023,32,965,Princeton,78,974,Missouri,63,15
2023,32,1006,Baylor,76,1001,Creighton,85,-9
2023,32,996,Furman,52,961,San Diego St.,75,-23
2023,32,979,Maryland,51,1011,Alabama,73,-22
2023,64,951,UNC Asheville,53,952,UCLA,86,-33
2023,64,1005,Boise St.,67,969,Northwestern,75,-8
2023,64,994,Grand Canyon,70,995,Gonzaga,82,-12
2023,64,1009,Arizona St.,70,959,TCU,72,-2
2023,64,989,Iona,63,1002,Connecticut,87,-24
2023,64,948,VCU,51,962,Saint Mary's,63,-12
2023,64,991,Illinois,63,1008,Arkansas,73,-10
2023,64,992,Howard,68,986,Kansas,96,-28
2023,64,1004,Colgate,61,957,Texas ,81,-20
2023,64,967,Penn St.,76,956,Texas A&M,59,17
2023,64,984,Kennesaw St.,67,944,Xavier,72,-5
2023,64,966,Pittsburgh,59,987,Iowa St.,41,18
2023,64,983,Kent St.,60,990,Indiana,71,-11
2023,64,1000,Drake,56,977,Miami FL,63,-7
2023,64,1007,Auburn,83,988,Iowa,75,8
2023,64,970,Northern Kentucky,52,993,Houston,63,-11
2023,64,947,Vermont,61,980,Marquette,78,-17
2023,64,950,USC,62,976,Michigan St.,72,-10
2023,64,973,Montana St.,65,985,Kansas St.,77,-12
2023,64,964,Providence,53,982,Kentucky,61,-8
2023,64,981,Louisiana Lafayette,55,958,Tennessee,58,-3
2023,64,968,Oral Roberts,51,999,Duke,74,-23
2023,64,997,Florida Atlantic,66,978,Memphis,65,1
2023,64,998,Fairleigh Dickinson,63,963,Purdue,58,5
2023,64,965,Princeton,59,1010,Arizona,55,4
2023,64,949,Utah St.,65,974,Missouri,76,-11
2023,64,953,UC Santa Barbara,56,1006,Baylor,74,-18
2023,64,971,North Carolina St.,63,1001,Creighton,72,-9
2023,64,996,Furman,68,946,Virginia,67,1
2023,64,1003,College of Charleston,57,961,San Diego St.,63,-6
2023,64,945,West Virginia,65,979,Maryland,67,-2
2023,64,955,Texas A&M Corpus Chris,75,1011,Alabama,96,-21
2024,2,1033,Purdue,60,1067,Connecticut,75,-15
2024,4,1033,Purdue,63,1037,North Carolina St.,50,13
2024,4,1078,Alabama,72,1067,Connecticut,86,-14
2024,8,1024,Tennessee,66,1033,Purdue,72,-6
2024,8,1037,North Carolina St.,76,1063,Duke,64,12
2024,8,1072,Clemson,82,1078,Alabama,89,-7
2024,8,1054,Illinois,52,1067,Connecticut,77,-25
2024,16,1024,Tennessee,82,1066,Creighton,75,7
2024,16,1059,Gonzaga,68,1033,Purdue,80,-12
2024,16,1047,Marquette,58,1037,North Carolina St.,67,-9
2024,16,1063,Duke,54,1056,Houston,51,3
2024,16,1077,Arizona,72,1072,Clemson,77,-5
2024,16,1078,Alabama,89,1038,North Carolina,87,2
2024,16,1053,Iowa St.,69,1054,Illinois,72,-3
2024,16,1029,San Diego St.,52,1067,Connecticut,82,-30
2024,32,1024,Tennessee,62,1023,Texas,58,4
2024,32,1066,Creighton,86,1034,Oregon,73,13
2024,32,1051,Kansas,68,1059,Gonzaga,89,-21
2024,32,1019,Utah St.,67,1033,Purdue,106,-39
2024,32,1047,Marquette,81,1069,Colorado,77,4
2024,32,1035,Oakland,73,1037,North Carolina St.,79,-6
2024,32,1063,Duke,93,1052,James Madison,55,38
2024,32,1022,Texas A&M,95,1056,Houston,100,-5
2024,32,1077,Arizona,78,1065,Dayton,68,10
2024,32,1075,Baylor,64,1072,Clemson,72,-8
2024,32,1078,Alabama,72,1057,Grand Canyon,61,11
2024,32,1045,Michigan St.,69,1038,North Carolina,85,-16
2024,32,1053,Iowa St.,67,1015,Washington St.,56,11
2024,32,1054,Illinois,89,1062,Duquesne,63,26
2024,32,1012,Yale,57,1029,San Diego St.,85,-28
2024,32,1036,Northwestern,58,1067,Connecticut,75,-17
2024,64,1031,Saint Peter's,49,1024,Tennessee,83,-34
2024,64,1068,Colorado St.,44,1023,Texas,56,-12
2024,64,1079,Akron,60,1066,Creighton,77,-17
2024,64,1034,Oregon,87,1028,South Carolina,73,14
2024,64,1030,Samford,89,1051,Kansas,93,-4
2024,64,1046,McNeese St.,65,1059,Gonzaga,86,-21
2024,64,1025,TCU,72,1019,Utah St.,88,-16
2024,64,1058,Grambling St.,50,1033,Purdue,78,-28
2024,64,1014,Western Kentucky,69,1047,Marquette,87,-18
2024,64,1069,Colorado,102,1061,Florida,100,2
2024,64,1035,Oakland,80,1050,Kentucky,76,4
2024,64,1037,North Carolina St.,80,1021,Texas Tech,67,13
2024,64,1018,Vermont,47,1063,Duke,64,-17
2024,64,1052,James Madison,72,1013,Wisconsin,61,11
2024,64,1022,Texas A&M,98,1041,Nebraska,83,15
2024,64,1048,Longwood,46,1056,Houston,86,-40
2024,64,1049,Long Beach St.,65,1077,Arizona,85,-20
2024,64,1040,Nevada,60,1065,Dayton,63,-3
2024,64,1071,Colgate,67,1075,Baylor,92,-25
2024,64,1039,New Mexico,56,1072,Clemson,77,-21
2024,64,1070,College of Charleston,96,1078,Alabama,109,-13
2024,64,1057,Grand Canyon,75,1032,Saint Mary's,66,9
2024,64,1045,Michigan St.,69,1044,Mississippi St.,51,18
2024,64,1016,Wagner,62,1038,North Carolina,90,-28
2024,64,1027,South Dakota St.,65,1053,Iowa St.,82,-17
2024,64,1064,Drake,61,1015,Washington St.,66,-5
2024,64,1042,Morehead St.,69,1054,Illinois,85,-16
2024,64,1062,Duquesne,71,1073,BYU,67,4
2024,64,1012,Yale,78,1076,Auburn,76,2
2024,64,1020,UAB,65,1029,San Diego St.,69,-4
2024,64,1036,Northwestern,77,1060,Florida Atlantic,65,12
2024,64,1026,Stetson,52,1067,Connecticut,91,-39
2025,2,1126,Houston,63,1131,Florida,65,-2
2025,4,1126,Houston,70,1132,Duke,67,3
2025,4,1131,Florida,79,1141,Auburn,73,6
2025,8,1094,Tennessee,50,1126,Houston,69,-19
2025,8,1146,Alabama,65,1132,Duke,85,-20
2025,8,1091,Texas Tech,79,1131,Florida,84,-5
2025,8,1113,Michigan St.,64,1141,Auburn,70,-6
2025,16,1094,Tennessee,78,1122,Kentucky,65,13
2025,16,1101,Purdue,60,1126,Houston,62,-2
2025,16,1146,Alabama,113,1138,BYU,88,25
2025,16,1143,Arizona,93,1132,Duke,100,-7
2025,16,1142,Arkansas,83,1091,Texas Tech,85,-2
2025,16,1117,Maryland,71,1131,Florida,87,-16
2025,16,1113,Michigan St.,73,1112,Mississippi,70,3
2025,16,1114,Michigan,65,1141,Auburn,78,-13
2025,32,1094,Tennessee,67,1088,UCLA,58,9
2025,32,1122,Kentucky,84,1125,Illinois,75,9
2025,32,1101,Purdue,76,1116,McNeese St.,62,14
2025,32,1129,Gonzaga,76,1126,Houston,81,-5
2025,32,1146,Alabama,80,1098,Saint Mary's,66,14
2025,32,1083,Wisconsin,89,1138,BYU,91,-2
2025,32,1143,Arizona,87,1102,Oregon,83,4
2025,32,1140,Baylor,66,1132,Duke,89,-23
2025,32,1095,St. John's,66,1142,Arkansas,75,-9
2025,32,1091,Texas Tech,77,1133,Drake,64,13
2025,32,1117,Maryland,72,1136,Colorado St.,71,1
2025,32,1135,Connecticut,75,1131,Florida,77,-2
2025,32,1113,Michigan St.,71,1106,New Mexico,63,8
2025,32,1124,Iowa St.,78,1112,Mississippi,91,-13
2025,32,1092,Texas A&M,79,1114,Michigan,91,-12
2025,32,1134,Creighton,70,1141,Auburn,82,-12
2025,64,1082,Wofford,62,1094,Tennessee,77,-15
2025,64,1086,Utah St.,47,1088,UCLA,72,-25
2025,64,1090,Troy,57,1122,Kentucky,76,-19
2025,64,1081,Xavier,73,1125,Illinois,86,-13
2025,64,1127,High Point,63,1101,Purdue,75,-12
2025,64,1116,McNeese St.,69,1137,Clemson,67,2
2025,64,1130,Georgia,68,1129,Gonzaga,89,-21
2025,64,1096,SIU Edwardsville,40,1126,Houston,78,-38
2025,64,1100,Robert Morris,81,1146,Alabama,90,-9
2025,64,1085,Vanderbilt,56,1098,Saint Mary's,59,-3
2025,64,1109,Montana,66,1083,Wisconsin,85,-19
2025,64,1084,VCU,71,1138,BYU,80,-9
2025,64,1147,Akron,65,1143,Arizona,93,-28
2025,64,1121,Liberty,52,1102,Oregon,81,-29
2025,64,1140,Baylor,75,1111,Mississippi St.,72,3
2025,64,1108,Mount St. Mary's,49,1132,Duke,93,-44
2025,64,1107,Nebraska Omaha,53,1095,St. John's,83,-30
2025,64,1142,Arkansas,79,1123,Kansas,72,7
2025,64,1087,UNC Wilmington,72,1091,Texas Tech,82,-10
2025,64,1133,Drake,67,1110,Missouri,57,10
2025,64,1128,Grand Canyon,49,1117,Maryland,81,-32
2025,64,1136,Colorado St.,78,1115,Memphis,70,8
2025,64,1103,Oklahoma,59,1135,Connecticut,67,-8
2025,64,1105,Norfolk St.,69,1131,Florida,95,-26
2025,64,1139,Bryant,62,1113,Michigan St.,87,-25
2025,64,1106,New Mexico,75,1118,Marquette,66,9
2025,64,1120,Lipscomb,55,1124,Iowa St.,82,-27
2025,64,1104,North Carolina,64,1112,Mississippi,71,-7
2025,64,1080,Yale,71,1092,Texas A&M,80,-9
2025,64,1089,UC San Diego,65,1114,Michigan,68,-3
2025,64,1134,Creighton,89,1119,Louisville,75,14
2025,64,1145,Alabama St.,63,1141,Auburn,83,-20
